registerno,department,semester,staff,subject,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,average
nuxHnW/ovaEkKyyzRFe5DoVzAfhsNBoW,Computer Science and Engineering -A,6,Mr. Mohamed Aftaf,Placement Training,9.00,9.00,8.00,10.00,9.00,9.00,10.00,9.00,10.00,10.00,9.30
nQgZ3tuw3oJuFotB7uGQpBgLD+3M1VuC,Computer Science and Engineering -A,4,Mrs.T.Gayathri [TG],23CST401- Theory of Computation (TOC),10.00,9.00,9.00,8.00,8.00,9.00,9.00,10.00,8.00,9.00,8.90
nQgZ3tuw3oJuFotB7uGQpBgLD+3M1VuC,Computer Science and Engineering -A,4,Ms.S.Kamali[SK],23ALT402- Artificial Intelligence and Machine Learning (AIML),10.00,9.00,8.00,9.00,9.00,10.00,9.00,10.00,9.00,10.00,9.30
nQgZ3tuw3oJuFotB7uGQpBgLD+3M1VuC,Computer Science and Engineering -A,4,Mr.K.Srinath Yadav [KSY],23CST403- Database Management Systems (DBMS),9.00,9.00,9.00,10.00,10.00,10.00,8.00,9.00,9.00,9.00,9.20
nQgZ3tuw3oJuFotB7uGQpBgLD+3M1VuC,Computer Science and Engineering -A,4,Mr.S.P. Prasanth [SPP],23CST404- Algorithms (ALG),9.00,8.00,8.00,8.00,8.00,8.00,10.00,9.00,9.00,10.00,8.70
nQgZ3tuw3oJuFotB7uGQpBgLD+3M1VuC,Computer Science and Engineering -A,4,Dr.M.Sangeetha [MS],23CST402-Introduction to Operating Systems (OS),9.00,10.00,10.00,10.00,10.00,10.00,9.00,9.00,8.00,8.00,9.30
nQgZ3tuw3oJuFotB7uGQpBgLD+3M1VuC,Computer Science and Engineering -A,4,Dr.J.Thulasi Dhasan [TD],23GET401- Environmental Sciences and Sustainability (ESS),9.00,10.00,9.00,7.00,9.00,8.00,8.00,10.00,9.00,9.00,8.80
nQgZ3tuw3oJuFotB7uGQpBgLD+3M1VuC,Computer Science and Engineering -A,4,Dr.M.Sangeetha [MS], 23CSP401- Operating Systems Laboratory,10.00,9.00,8.00,10.00,9.00,9.00,8.00,9.00,9.00,9.00,9.00
nQgZ3tuw3oJuFotB7uGQpBgLD+3M1VuC,Computer Science and Engineering -A,4,Mr.Arunjunai Karthick, 23CSP402- Database Management Systems      Laboratory,10.00,10.00,10.00,10.00,8.00,8.00,9.00,8.00,9.00,9.00,9.10
nQgZ3tuw3oJuFotB7uGQpBgLD+3M1VuC,Computer Science and Engineering -A,4,Ms.S.Kamali[SK],ALT402-Artificial Intelligence and Machine Learning Laboratory,10.00,9.00,8.00,9.00,8.00,8.00,9.00,8.00,10.00,8.00,8.70
nQgZ3tuw3oJuFotB7uGQpBgLD+3M1VuC,Computer Science and Engineering -A,4,Mr.S.P. Prasanth [SPP], 23CST404-Algorithm Laboratory (ALG LAB),8.00,8.00,8.00,8.00,9.00,10.00,9.00,8.00,9.00,8.00,8.50
nQgZ3tuw3oJuFotB7uGQpBgLD+3M1VuC,Computer Science and Engineering -A,4,Mr.Pradeesh,Placement Training (CODING),8.00,9.00,9.00,9.00,8.00,10.00,9.00,9.00,9.00,10.00,9.00
nQgZ3tuw3oJuFotB7uGQpBgLD+3M1VuC,Computer Science and Engineering -A,4,Mrs.Kamatchi,Placement Training (COMMUNICATION),8.00,8.00,9.00,8.00,9.00,9.00,8.00,9.00,10.00,9.00,8.70
JMxLXMR8ZKMfbL3GNFrKTr51DZPO8umc,Computer Science and Engineering -A,6,Mr. P. Anbumani,CCS356- Object oriented Software Engineering (OOSE),8.00,9.00,8.00,9.00,10.00,9.00,10.00,8.00,9.00,8.00,8.80
JMxLXMR8ZKMfbL3GNFrKTr51DZPO8umc,Computer Science and Engineering -A,6,Mr. K. Maheshkumar,CS3691-Embedded systems and IOT (ESIOT),9.00,8.00,9.00,10.00,9.00,9.00,9.00,9.00,8.00,10.00,9.00
JMxLXMR8ZKMfbL3GNFrKTr51DZPO8umc,Computer Science and Engineering -A,6,Mr. S. Muthukumar,OEE351 -Renewable Energy System (RES),9.00,9.00,10.00,8.00,9.00,9.00,9.00,10.00,10.00,9.00,9.20
JMxLXMR8ZKMfbL3GNFrKTr51DZPO8umc,Computer Science and Engineering -A,6,Mr. S. Gunasekaran,CCS335-Cloud Computing (CC),9.00,9.00,10.00,9.00,8.00,9.00,10.00,8.00,8.00,9.00,8.90
JMxLXMR8ZKMfbL3GNFrKTr51DZPO8umc,Computer Science and Engineering -A,6,Mr. Gowtham Siddharth,CCS354- Network Security (NS),8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00
JMxLXMR8ZKMfbL3GNFrKTr51DZPO8umc,Computer Science and Engineering -A,6,Dr. S. Prabakaran,CCW332- Digital Marketing (DM),9.00,8.00,8.00,9.00,10.00,8.00,8.00,9.00,9.00,10.00,8.80
JMxLXMR8ZKMfbL3GNFrKTr51DZPO8umc,Computer Science and Engineering -A,6,Ms. G. Yasika,CCS345- Ethics and AI (EAI),8.00,8.00,9.00,8.00,9.00,8.00,9.00,8.00,8.00,9.00,8.40
JMxLXMR8ZKMfbL3GNFrKTr51DZPO8umc,Computer Science and Engineering -A,6,Mr. Mohamed Aftaf,Placement Training,9.00,10.00,10.00,10.00,10.00,10.00,10.00,9.00,10.00,10.00,9.80
7jb+efhX+/xUX1yp8qMeRB+Ev3kHZUYY,Computer Science and Engineering -A,6,Mr. P. Anbumani,CCS356- Object oriented Software Engineering (OOSE),8.00,8.00,8.00,8.00,9.00,9.00,8.00,8.00,9.00,8.00,8.30
7jb+efhX+/xUX1yp8qMeRB+Ev3kHZUYY,Computer Science and Engineering -A,6,Mr. K. Maheshkumar,CS3691-Embedded systems and IOT (ESIOT),8.00,9.00,9.00,8.00,8.00,9.00,8.00,9.00,8.00,9.00,8.50
7jb+efhX+/xUX1yp8qMeRB+Ev3kHZUYY,Computer Science and Engineering -A,6,Mr. S. Muthukumar,OEE351 -Renewable Energy System (RES),9.00,8.00,9.00,8.00,9.00,8.00,8.00,8.00,9.00,8.00,8.40
7jb+efhX+/xUX1yp8qMeRB+Ev3kHZUYY,Computer Science and Engineering -A,6,Mr. S. Gunasekaran,CCS335-Cloud Computing (CC),9.00,8.00,9.00,8.00,8.00,9.00,8.00,9.00,8.00,8.00,8.40
7jb+efhX+/xUX1yp8qMeRB+Ev3kHZUYY,Computer Science and Engineering -A,6,Mr. Gowtham Siddharth,CCS354- Network Security (NS),9.00,8.00,8.00,9.00,8.00,9.00,8.00,9.00,8.00,8.00,8.40
7jb+efhX+/xUX1yp8qMeRB+Ev3kHZUYY,Computer Science and Engineering -A,6,Dr. S. Prabakaran,CCW332- Digital Marketing (DM),9.00,9.00,8.00,9.00,8.00,9.00,9.00,8.00,9.00,8.00,8.60
7jb+efhX+/xUX1yp8qMeRB+Ev3kHZUYY,Computer Science and Engineering -A,6,Ms. G. Yasika,CCS345- Ethics and AI (EAI),9.00,8.00,9.00,8.00,8.00,9.00,9.00,8.00,8.00,9.00,8.50
7jb+efhX+/xUX1yp8qMeRB+Ev3kHZUYY,Computer Science and Engineering -A,6,Mr. Mohamed Aftaf,Placement Training,8.00,9.00,9.00,8.00,8.00,9.00,8.00,9.00,8.00,9.00,8.50
4fGTQw+iucQol5QfzCIxOPYBhkpzK3Hi,Computer Science and Engineering -A,6,Mr. P. Anbumani,CCS356- Object oriented Software Engineering (OOSE),8.00,8.00,8.00,9.00,9.00,8.00,8.00,8.00,9.00,9.00,8.40
4fGTQw+iucQol5QfzCIxOPYBhkpzK3Hi,Computer Science and Engineering -A,6,Mr. K. Maheshkumar,CS3691-Embedded systems and IOT (ESIOT),9.00,9.00,8.00,8.00,9.00,9.00,8.00,8.00,9.00,8.00,8.50
4fGTQw+iucQol5QfzCIxOPYBhkpzK3Hi,Computer Science and Engineering -A,6,Mr. S. Muthukumar,OEE351 -Renewable Energy System (RES),8.00,8.00,9.00,9.00,8.00,8.00,9.00,9.00,8.00,8.00,8.40
4fGTQw+iucQol5QfzCIxOPYBhkpzK3Hi,Computer Science and Engineering -A,6,Mr. S. Gunasekaran,CCS335-Cloud Computing (CC),9.00,9.00,9.00,9.00,8.00,9.00,10.00,8.00,8.00,10.00,8.90
4fGTQw+iucQol5QfzCIxOPYBhkpzK3Hi,Computer Science and Engineering -A,6,Mr. Gowtham Siddharth,CCS354- Network Security (NS),8.00,8.00,8.00,8.00,9.00,9.00,9.00,8.00,9.00,8.00,8.40
4fGTQw+iucQol5QfzCIxOPYBhkpzK3Hi,Computer Science and Engineering -A,6,Dr. S. Prabakaran,CCW332- Digital Marketing (DM),9.00,9.00,9.00,9.00,8.00,8.00,9.00,9.00,9.00,9.00,8.80
4fGTQw+iucQol5QfzCIxOPYBhkpzK3Hi,Computer Science and Engineering -A,6,Ms. G. Yasika,CCS345- Ethics and AI (EAI),8.00,8.00,8.00,9.00,8.00,8.00,8.00,9.00,9.00,9.00,8.40
4fGTQw+iucQol5QfzCIxOPYBhkpzK3Hi,Computer Science and Engineering -A,6,Mr. Mohamed Aftaf,Placement Training,8.00,9.00,8.00,8.00,9.00,9.00,8.00,8.00,9.00,9.00,8.50
9/rhmfcNIxb6vi9jlC81OvzWv4MTC1ai,Computer Science and Engineering -A,6,Mr. P. Anbumani,CCS356- Object oriented Software Engineering (OOSE),9.00,9.00,9.00,9.00,8.00,8.00,9.00,9.00,9.00,9.00,8.80
9/rhmfcNIxb6vi9jlC81OvzWv4MTC1ai,Computer Science and Engineering -A,6,Mr. K. Maheshkumar,CS3691-Embedded systems and IOT (ESIOT),9.00,8.00,9.00,9.00,9.00,9.00,8.00,9.00,9.00,9.00,8.80
9/rhmfcNIxb6vi9jlC81OvzWv4MTC1ai,Computer Science and Engineering -A,6,Mr. S. Muthukumar,OEE351 -Renewable Energy System (RES),8.00,9.00,9.00,8.00,9.00,8.00,8.00,9.00,9.00,9.00,8.60
9/rhmfcNIxb6vi9jlC81OvzWv4MTC1ai,Computer Science and Engineering -A,6,Mr. S. Gunasekaran,CCS335-Cloud Computing (CC),9.00,9.00,8.00,9.00,10.00,9.00,9.00,9.00,9.00,9.00,9.00
9/rhmfcNIxb6vi9jlC81OvzWv4MTC1ai,Computer Science and Engineering -A,6,Mr. Gowtham Siddharth,CCS354- Network Security (NS),9.00,9.00,8.00,8.00,8.00,9.00,9.00,9.00,9.00,9.00,8.70
9/rhmfcNIxb6vi9jlC81OvzWv4MTC1ai,Computer Science and Engineering -A,6,Dr. S. Prabakaran,CCW332- Digital Marketing (DM),9.00,8.00,9.00,9.00,9.00,8.00,9.00,9.00,8.00,9.00,8.70
9/rhmfcNIxb6vi9jlC81OvzWv4MTC1ai,Computer Science and Engineering -A,6,Ms. G. Yasika,CCS345- Ethics and AI (EAI),8.00,7.00,8.00,9.00,9.00,8.00,9.00,9.00,9.00,8.00,8.40
9/rhmfcNIxb6vi9jlC81OvzWv4MTC1ai,Computer Science and Engineering -A,6,Mr. Mohamed Aftaf,Placement Training,7.00,9.00,9.00,8.00,9.00,7.00,8.00,9.00,8.00,9.00,8.30
hVqo4Pjmjmzh+ur0gi0JeLEUb2mxO1YF,Computer Science and Engineering -A,6,Mr. P. Anbumani,CCS356- Object oriented Software Engineering (OOSE),10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
hVqo4Pjmjmzh+ur0gi0JeLEUb2mxO1YF,Computer Science and Engineering -A,6,Mr. K. Maheshkumar,CS3691-Embedded systems and IOT (ESIOT),9.00,8.00,9.00,9.00,9.00,9.00,8.00,9.00,9.00,8.00,8.70
hVqo4Pjmjmzh+ur0gi0JeLEUb2mxO1YF,Computer Science and Engineering -A,6,Mr. S. Muthukumar,OEE351 -Renewable Energy System (RES),9.00,9.00,10.00,9.00,9.00,8.00,8.00,9.00,9.00,10.00,9.00
hVqo4Pjmjmzh+ur0gi0JeLEUb2mxO1YF,Computer Science and Engineering -A,6,Mr. S. Gunasekaran,CCS335-Cloud Computing (CC),9.00,8.00,9.00,8.00,9.00,8.00,9.00,9.00,9.00,9.00,8.70
hVqo4Pjmjmzh+ur0gi0JeLEUb2mxO1YF,Computer Science and Engineering -A,6,Mr. Gowtham Siddharth,CCS354- Network Security (NS),8.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,8.90
hVqo4Pjmjmzh+ur0gi0JeLEUb2mxO1YF,Computer Science and Engineering -A,6,Dr. S. Prabakaran,CCW332- Digital Marketing (DM),9.00,8.00,8.00,9.00,9.00,9.00,9.00,9.00,8.00,9.00,8.70
hVqo4Pjmjmzh+ur0gi0JeLEUb2mxO1YF,Computer Science and Engineering -A,6,Ms. G. Yasika,CCS345- Ethics and AI (EAI),9.00,9.00,8.00,9.00,9.00,9.00,9.00,9.00,9.00,8.00,8.80
hVqo4Pjmjmzh+ur0gi0JeLEUb2mxO1YF,Computer Science and Engineering -A,6,Mr. Mohamed Aftaf,Placement Training,9.00,8.00,8.00,9.00,8.00,9.00,9.00,9.00,9.00,9.00,8.70
OU3IPCLN+wekHSvSOR9iDjPnoslTYjFS,Computer Science and Engineering -A,6,Mr. P. Anbumani,CCS356- Object oriented Software Engineering (OOSE),10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
OU3IPCLN+wekHSvSOR9iDjPnoslTYjFS,Computer Science and Engineering -A,6,Mr. K. Maheshkumar,CS3691-Embedded systems and IOT (ESIOT),9.00,10.00,10.00,10.00,10.00,10.00,9.00,10.00,9.00,10.00,9.70
OU3IPCLN+wekHSvSOR9iDjPnoslTYjFS,Computer Science and Engineering -A,6,Mr. S. Muthukumar,OEE351 -Renewable Energy System (RES),10.00,10.00,9.00,9.00,9.00,10.00,10.00,9.00,10.00,9.00,9.50
OU3IPCLN+wekHSvSOR9iDjPnoslTYjFS,Computer Science and Engineering -A,6,Mr. S. Gunasekaran,CCS335-Cloud Computing (CC),10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9.00,10.00,9.90
OU3IPCLN+wekHSvSOR9iDjPnoslTYjFS,Computer Science and Engineering -A,6,Mr. Gowtham Siddharth,CCS354- Network Security (NS),10.00,10.00,10.00,10.00,10.00,9.00,9.00,9.00,10.00,10.00,9.70
OU3IPCLN+wekHSvSOR9iDjPnoslTYjFS,Computer Science and Engineering -A,6,Dr. S. Prabakaran,CCW332- Digital Marketing (DM),10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
OU3IPCLN+wekHSvSOR9iDjPnoslTYjFS,Computer Science and Engineering -A,6,Ms. G. Yasika,CCS345- Ethics and AI (EAI),10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,8.00,9.80
OU3IPCLN+wekHSvSOR9iDjPnoslTYjFS,Computer Science and Engineering -A,6,Mr. Mohamed Aftaf,Placement Training,10.00,9.00,10.00,9.00,10.00,10.00,10.00,9.00,10.00,9.00,9.60
rBA+gg8E8YMmXTaIFa83U8O6VYdTZGC1,Computer Science and Engineering -A,6,Mr. P. Anbumani,CCS356- Object oriented Software Engineering (OOSE),9.00,10.00,8.00,9.00,10.00,9.00,10.00,9.00,9.00,10.00,9.30
rBA+gg8E8YMmXTaIFa83U8O6VYdTZGC1,Computer Science and Engineering -A,6,Mr. K. Maheshkumar,CS3691-Embedded systems and IOT (ESIOT),8.00,9.00,10.00,9.00,10.00,9.00,8.00,10.00,9.00,10.00,9.20
rBA+gg8E8YMmXTaIFa83U8O6VYdTZGC1,Computer Science and Engineering -A,6,Mr. S. Muthukumar,OEE351 -Renewable Energy System (RES),10.00,9.00,9.00,10.00,8.00,10.00,9.00,8.00,10.00,9.00,9.20
rBA+gg8E8YMmXTaIFa83U8O6VYdTZGC1,Computer Science and Engineering -A,6,Mr. S. Gunasekaran,CCS335-Cloud Computing (CC),8.00,10.00,9.00,9.00,10.00,8.00,9.00,10.00,8.00,8.00,8.90
rBA+gg8E8YMmXTaIFa83U8O6VYdTZGC1,Computer Science and Engineering -A,6,Mr. Gowtham Siddharth,CCS354- Network Security (NS),9.00,9.00,10.00,9.00,9.00,10.00,8.00,9.00,10.00,8.00,9.10
rBA+gg8E8YMmXTaIFa83U8O6VYdTZGC1,Computer Science and Engineering -A,6,Dr. S. Prabakaran,CCW332- Digital Marketing (DM),9.00,10.00,8.00,9.00,10.00,8.00,9.00,9.00,10.00,8.00,9.00
rBA+gg8E8YMmXTaIFa83U8O6VYdTZGC1,Computer Science and Engineering -A,6,Ms. G. Yasika,CCS345- Ethics and AI (EAI),9.00,9.00,10.00,8.00,8.00,9.00,9.00,10.00,9.00,10.00,9.10
rBA+gg8E8YMmXTaIFa83U8O6VYdTZGC1,Computer Science and Engineering -A,6,Mr. Mohamed Aftaf,Placement Training,10.00,10.00,9.00,8.00,8.00,9.00,9.00,10.00,8.00,9.00,9.00
KH/ZqMedDk3mqJI42Lvg4rh/MjslsQqP,Chemical Engineering -A,4,Mass Transfer I,Dr.Padmesh Madesety,5.00,5.00,8.00,6.00,8.00,4.00,5.00,8.00,8.00,8.00,6.50
KH/ZqMedDk3mqJI42Lvg4rh/MjslsQqP,Chemical Engineering -A,4,Chemical Engineering Thermodynamics I,Dr.Tripti De,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00
KH/ZqMedDk3mqJI42Lvg4rh/MjslsQqP,Chemical Engineering -A,4,Environmental Science and Engineering,Dr.Gobinath,7.00,7.00,7.00,6.00,7.00,7.00,6.00,8.00,7.00,7.00,6.90
KH/ZqMedDk3mqJI42Lvg4rh/MjslsQqP,Chemical Engineering -A,4,Statistics and Quality Control,Mr.P.Boomi,9.00,9.00,9.00,10.00,9.00,10.00,8.00,9.00,10.00,10.00,9.30
KH/ZqMedDk3mqJI42Lvg4rh/MjslsQqP,Chemical Engineering -A,4,Heat Transfer,Dr.A.Meenakshi Sundhar,6.00,7.00,5.00,6.00,6.00,5.00,6.00,7.00,6.00,5.00,5.90
KH/ZqMedDk3mqJI42Lvg4rh/MjslsQqP,Chemical Engineering -A,4,Mechanical Operations,Dr.Bitang Kwrung Tripura,6.00,8.00,6.00,8.00,8.00,7.00,7.00,7.00,8.00,8.00,7.30
KH/ZqMedDk3mqJI42Lvg4rh/MjslsQqP,Chemical Engineering -A,4,Mechanical Operations Laboratory,Dr.Tripti De,9.00,9.00,9.00,9.00,9.00,9.00,10.00,10.00,9.00,9.00,9.20
KH/ZqMedDk3mqJI42Lvg4rh/MjslsQqP,Chemical Engineering -A,4,Fluid Mechanics Laboratory,Dr.S.Saravanan,9.00,9.00,7.00,9.00,9.00,9.00,10.00,10.00,8.00,8.00,8.80
BMD8sZL4iqsiLr+GbDt/M7K/pX3+Rxjg,Computer Science and Engineering -A,4,Mrs.T.Gayathri [TG],23CST401- Theory of Computation (TOC),8.00,8.00,8.00,9.00,8.00,8.00,8.00,8.00,8.00,9.00,8.20
BMD8sZL4iqsiLr+GbDt/M7K/pX3+Rxjg,Computer Science and Engineering -A,4,Ms.S.Kamali[SK],23ALT402- Artificial Intelligence and Machine Learning (AIML),10.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,8.00,9.00
BMD8sZL4iqsiLr+GbDt/M7K/pX3+Rxjg,Computer Science and Engineering -A,4,Mr.K.Srinath Yadav [KSY],23CST403- Database Management Systems (DBMS),9.00,9.00,8.00,9.00,10.00,10.00,10.00,9.00,9.00,9.00,9.20
BMD8sZL4iqsiLr+GbDt/M7K/pX3+Rxjg,Computer Science and Engineering -A,4,Mr.S.P. Prasanth [SPP],23CST404- Algorithms (ALG),8.00,9.00,9.00,9.00,8.00,8.00,8.00,8.00,8.00,9.00,8.40
BMD8sZL4iqsiLr+GbDt/M7K/pX3+Rxjg,Computer Science and Engineering -A,4,Dr.M.Sangeetha [MS],23CST402-Introduction to Operating Systems (OS),9.00,8.00,8.00,8.00,9.00,9.00,8.00,10.00,9.00,10.00,8.80
BMD8sZL4iqsiLr+GbDt/M7K/pX3+Rxjg,Computer Science and Engineering -A,4,Dr.J.Thulasi Dhasan [TD],23GET401- Environmental Sciences and Sustainability (ESS),9.00,9.00,9.00,10.00,10.00,10.00,9.00,8.00,8.00,9.00,9.10
BMD8sZL4iqsiLr+GbDt/M7K/pX3+Rxjg,Computer Science and Engineering -A,4,Dr.M.Sangeetha [MS], 23CSP401- Operating Systems Laboratory,8.00,9.00,9.00,8.00,8.00,8.00,10.00,9.00,9.00,8.00,8.60
BMD8sZL4iqsiLr+GbDt/M7K/pX3+Rxjg,Computer Science and Engineering -A,4,Mr.Arunjunai Karthick, 23CSP402- Database Management Systems      Laboratory,8.00,9.00,9.00,9.00,9.00,10.00,8.00,10.00,10.00,9.00,9.10
BMD8sZL4iqsiLr+GbDt/M7K/pX3+Rxjg,Computer Science and Engineering -A,4,Ms.S.Kamali[SK],ALT402-Artificial Intelligence and Machine Learning Laboratory,10.00,8.00,10.00,8.00,10.00,8.00,9.00,8.00,9.00,9.00,8.90
BMD8sZL4iqsiLr+GbDt/M7K/pX3+Rxjg,Computer Science and Engineering -A,4,Mr.S.P. Prasanth [SPP], 23CST404-Algorithm Laboratory (ALG LAB),10.00,8.00,9.00,10.00,8.00,9.00,9.00,9.00,9.00,9.00,9.00
BMD8sZL4iqsiLr+GbDt/M7K/pX3+Rxjg,Computer Science and Engineering -A,4,Mr.Pradeesh,Placement Training (CODING),9.00,9.00,9.00,8.00,9.00,9.00,9.00,10.00,8.00,8.00,8.80
BMD8sZL4iqsiLr+GbDt/M7K/pX3+Rxjg,Computer Science and Engineering -A,4,Mrs.Kamatchi,Placement Training (COMMUNICATION),9.00,10.00,9.00,9.00,9.00,8.00,10.00,9.00,9.00,8.00,9.00
cxAYSSxsL4y6iS+OHQfawkwwMJvrlfey,Computer Science and Engineering -A,6,Mr. P. Anbumani,CCS356- Object oriented Software Engineering (OOSE),9.00,10.00,8.00,9.00,9.00,8.00,9.00,10.00,8.00,9.00,8.90
cxAYSSxsL4y6iS+OHQfawkwwMJvrlfey,Computer Science and Engineering -A,6,Mr. K. Maheshkumar,CS3691-Embedded systems and IOT (ESIOT),9.00,10.00,8.00,9.00,10.00,8.00,9.00,8.00,8.00,9.00,8.80
cxAYSSxsL4y6iS+OHQfawkwwMJvrlfey,Computer Science and Engineering -A,6,Mr. S. Muthukumar,OEE351 -Renewable Energy System (RES),9.00,8.00,9.00,9.00,8.00,7.00,9.00,10.00,9.00,9.00,8.70
cxAYSSxsL4y6iS+OHQfawkwwMJvrlfey,Computer Science and Engineering -A,6,Mr. S. Gunasekaran,CCS335-Cloud Computing (CC),9.00,10.00,9.00,9.00,8.00,8.00,9.00,9.00,10.00,9.00,9.00
cxAYSSxsL4y6iS+OHQfawkwwMJvrlfey,Computer Science and Engineering -A,6,Mr. Gowtham Siddharth,CCS354- Network Security (NS),9.00,9.00,8.00,9.00,10.00,9.00,7.00,8.00,10.00,8.00,8.70
cxAYSSxsL4y6iS+OHQfawkwwMJvrlfey,Computer Science and Engineering -A,6,Dr. S. Prabakaran,CCW332- Digital Marketing (DM),9.00,8.00,10.00,9.00,9.00,10.00,9.00,10.00,9.00,9.00,9.20
cxAYSSxsL4y6iS+OHQfawkwwMJvrlfey,Computer Science and Engineering -A,6,Ms. G. Yasika,CCS345- Ethics and AI (EAI),9.00,8.00,9.00,10.00,9.00,10.00,8.00,9.00,10.00,8.00,9.00
cxAYSSxsL4y6iS+OHQfawkwwMJvrlfey,Computer Science and Engineering -A,6,Mr. Mohamed Aftaf,Placement Training,9.00,10.00,9.00,8.00,8.00,10.00,9.00,8.00,10.00,10.00,9.10
dTCSKNBZDSnAITsqZT6YSncY7xkm2l5S,Electrical and Electronics Engineering -A,6,Mr. K.Karthi ,Protection and Switchgear,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
dTCSKNBZDSnAITsqZT6YSncY7xkm2l5S,Electrical and Electronics Engineering -A,6,Mr.R.Sivakumar ,Power System Operation and Control,10.00,10.00,9.00,9.00,10.00,9.00,10.00,10.00,9.00,9.00,9.50
dTCSKNBZDSnAITsqZT6YSncY7xkm2l5S,Electrical and Electronics Engineering -A,6,Mr.R.Arunkumar ,Artificial Intelligence and Machine Learning Fundamentals,10.00,9.00,10.00,9.00,10.00,10.00,10.00,10.00,10.00,10.00,9.80
dTCSKNBZDSnAITsqZT6YSncY7xkm2l5S,Electrical and Electronics Engineering -A,6,Mr.S.Rajesh ,HVDC and FACTS,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9.00,9.90
dTCSKNBZDSnAITsqZT6YSncY7xkm2l5S,Electrical and Electronics Engineering -A,6,Dr.I.Kathir ,Smart System Automation,10.00,9.00,9.00,9.00,9.00,10.00,9.00,9.00,10.00,9.00,9.30
dTCSKNBZDSnAITsqZT6YSncY7xkm2l5S,Electrical and Electronics Engineering -A,6,Dr.K.Umamaheswari ,Power Electronics for Renewable Energy Systems,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9.00,9.90
dTCSKNBZDSnAITsqZT6YSncY7xkm2l5S,Electrical and Electronics Engineering -A,6,Mr.Jihin Jino,Placement,10.00,10.00,10.00,9.00,9.00,9.00,10.00,9.00,9.00,9.00,9.40
5t75+hyISues7am0LHvo91LEQBacobQO,Electrical and Electronics Engineering -A,6,Mr. K.Karthi ,Protection and Switchgear,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
5t75+hyISues7am0LHvo91LEQBacobQO,Electrical and Electronics Engineering -A,6,Mr.R.Sivakumar ,Power System Operation and Control,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
5t75+hyISues7am0LHvo91LEQBacobQO,Electrical and Electronics Engineering -A,6,Mr.R.Arunkumar ,Artificial Intelligence and Machine Learning Fundamentals,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
5t75+hyISues7am0LHvo91LEQBacobQO,Electrical and Electronics Engineering -A,6,Mr.S.Rajesh ,HVDC and FACTS,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
5t75+hyISues7am0LHvo91LEQBacobQO,Electrical and Electronics Engineering -A,6,Dr.I.Kathir ,Smart System Automation,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
5t75+hyISues7am0LHvo91LEQBacobQO,Electrical and Electronics Engineering -A,6,Dr.K.Umamaheswari ,Power Electronics for Renewable Energy Systems,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
5t75+hyISues7am0LHvo91LEQBacobQO,Electrical and Electronics Engineering -A,6,Mr.Jihin Jino,Placement,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
NrPEzHQcmqlwL5cnAZJ/eSXoYDnuWjSN,Computer Science and Engineering -C,4,Mrs.T.Gayathri,23CST402-Theory of  Computation,8.00,7.00,8.00,8.00,8.00,9.00,8.00,9.00,7.00,8.00,8.00
NrPEzHQcmqlwL5cnAZJ/eSXoYDnuWjSN,Computer Science and Engineering -C,4,Ms.S.Kamali, 23ALT402-Artificial Intelligence and Machine Learning,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,10.00,9.10
NrPEzHQcmqlwL5cnAZJ/eSXoYDnuWjSN,Computer Science and Engineering -C,4,Mr.K.Srinath Yadav,23CST403 Database Management System,10.00,10.00,10.00,10.00,8.00,9.00,9.00,10.00,9.00,9.00,9.40
NrPEzHQcmqlwL5cnAZJ/eSXoYDnuWjSN,Computer Science and Engineering -C,4,Mr.S.P.Prasanth,23CST404Algorithms,10.00,10.00,9.00,9.00,10.00,8.00,9.00,9.00,10.00,10.00,9.40
